,title,genres,release_date,price,specs,early_access,metascore,sentiment,year
457,Puzzle Quest 2,"['RPG', 'Casual']",2010-08-12,9.99,"['Single-player', 'Multi-player', 'Steam Achievements', 'Partial Controller Support', 'Steam Cloud', 'Stats']",False,83.0,Very Positive,2010
458,Burn Zombie Burn!,['Action'],2010-08-12,9.99,"['Single-player', 'Steam Achievements', 'Partial Controller Support', 'Steam Cloud', 'Steam Leaderboards']",False,72.0,Mixed,2010
464,Ship Simulator Extremes,['Simulation'],2010-08-27,19.99,"['Single-player', 'Multi-player']",False,49.0,Mixed,2010
465,Worms Reloaded,['Strategy'],2010-08-26,19.99,"['Single-player', 'Multi-player', 'Steam Achievements', 'Partial Controller Support', 'Steam Cloud', 'Stats', 'Steam Leaderboards']",False,79.0,Very Positive,2010
466,Making History II: The War of the World,"['Indie', 'Simulation', 'Strategy']",2010-06-22,14.99,"['Single-player', 'Multi-player', 'Cross-Platform Multiplayer', 'Steam Trading Cards', 'Steam Workshop', 'Includes level editor']",False,38.0,Mostly Positive,2010
468,Victoria II,['Strategy'],2010-08-30,19.99,"['Single-player', 'Multi-player', 'Steam Trading Cards']",False,75.0,Very Positive,2010
475,Cossacks: Back to War,['Strategy'],2002-11-01,4.99,"['Single-player', 'Multi-player']",False,60.0,Very Positive,2002
480,VVVVVV,"['Action', 'Indie']",2010-09-07,4.99,"['Single-player', 'Full controller support']",False,81.0,Overwhelmingly Positive,2010
482,Amnesia: The Dark Descent,"['Action', 'Adventure', 'Indie']",2010-09-08,19.99,"['Single-player', 'Full controller support', 'Captions available', 'Commentary available']",False,85.0,Overwhelmingly Positive,2010
483,Recettear: An Item Shop's Tale,"['RPG', 'Indie']",2010-09-10,19.99,"['Single-player', 'Partial Controller Support']",False,82.0,Overwhelmingly Positive,2010
490,Patrician IV - Steam Special Edition,['Strategy'],2010-09-17,14.99,['Single-player'],False,66.0,Mixed,2010
492,King's Bounty: Crossworlds,"['RPG', 'Strategy']",2010-09-17,14.99,"['Single-player', 'Steam Cloud', 'Includes level editor']",False,78.0,Very Positive,2010
494,Sid Meier's Civilization® V,['Strategy'],2010-09-21,29.99,"['Single-player', 'Multi-player', 'Steam Achievements', 'Steam Trading Cards', 'Steam Cloud']",False,90.0,Overwhelmingly Positive,2010
496,Serious Sam Classic: The Second Encounter,"['Action', 'Indie']",2002-02-05,9.99,"['Single-player', 'Multi-player', 'Co-op', 'Shared/Split Screen', 'Includes level editor']",False,85.0,Overwhelmingly Positive,2002
498,Blade Kitten,"['Action', 'Adventure']",2010-09-22,2.99,"['Single-player', 'Steam Achievements', 'Steam Trading Cards', 'Partial Controller Support', 'Steam Cloud']",False,52.0,Very Positive,2010
499,Alien Breed 2: Assault,['Action'],2010-09-22,9.99,"['Single-player', 'Co-op', 'Steam Achievements', 'Partial Controller Support', 'Stats', 'Steam Leaderboards']",False,63.0,Mostly Positive,2010
501,Darksiders™,"['Action', 'Adventure']",2010-09-23,19.99,"['Single-player', 'Steam Achievements', 'Partial Controller Support', 'Steam Cloud']",False,83.0,Very Positive,2010
502,X: Beyond the Frontier,"['Simulation', 'Strategy']",1999-07-01,4.99,"['Single-player', 'Steam Cloud']",False,67.0,Mostly Positive,1999
503,The Kings' Crusade,['Strategy'],2010-10-08,9.99,"['Single-player', 'Multi-player']",False,71.0,Mixed,2010
504,Guild Wars: Eye of the North®,"['Action', 'RPG', 'Massively Multiplayer']",2007-08-31,19.99,"['Single-player', 'Multi-player', 'MMO', 'Co-op']",False,79.0,1 user reviews,2007
506,Age of Wonders II: The Wizard's Throne,"['RPG', 'Strategy']",,9.99,"['Single-player', 'Multi-player']",False,86.0,Mostly Positive,
509,Age of Wonders Shadow Magic,"['RPG', 'Strategy']",,9.99,"['Single-player', 'Multi-player']",False,82.0,Very Positive,
511,Medal of Honor™,['Action'],2010-10-12,19.99,"['Single-player', 'Multi-player']",False,72.0,Mostly Positive,2010
512,Grotesque Tactics: Evil Heroes,"['Indie', 'RPG', 'Strategy']",2010-10-15,9.99,"['Single-player', 'Steam Achievements']",False,65.0,Mixed,2010
513,Lost Planet® 2,"['Action', 'Adventure']",2010-10-15,19.99,"['Single-player', 'Multi-player', 'Co-op', 'Partial Controller Support']",False,63.0,Mixed,2010
514,Doc Clock: The Toasted Sandwich of Time,"['Adventure', 'Casual', 'Indie']",2010-10-15,4.99,"['Single-player', 'Steam Achievements']",False,62.0,Mostly Negative,2010
515,Fallout: New Vegas,"['Action', 'RPG']",2010-10-19,9.99,"['Single-player', 'Steam Achievements', 'Partial Controller Support', 'Steam Leaderboards']",False,84.0,Overwhelmingly Positive,2010
518,Nimbus,"['Indie', 'Racing']",2010-10-25,9.99,"['Single-player', 'Steam Achievements', 'Partial Controller Support', 'Steam Cloud', 'Stats', 'Steam Leaderboards']",False,80.0,Very Positive,2010
520,DeathSpank,"['Action', 'Indie', 'RPG']",2010-10-25,14.99,"['Single-player', 'Shared/Split Screen', 'Steam Achievements', 'Partial Controller Support', 'Steam Cloud', 'Steam Leaderboards']",False,77.0,Very Positive,2010
532,Shank,"['Action', 'Indie']",2010-10-25,9.99,"['Single-player', 'Shared/Split Screen', 'Steam Achievements', 'Full controller support', 'Steam Cloud']",False,67.0,Very Positive,2010
533,The Ball,"['Action', 'Adventure', 'Indie']",2010-10-26,9.99,"['Single-player', 'Steam Achievements', 'Partial Controller Support', 'Stats', 'Steam Leaderboards']",False,68.0,Mostly Positive,2010
534,STAR WARS™: The Force Unleashed™ II,['Action'],2010-10-26,19.99,"['Single-player', 'Partial Controller Support', 'Steam Cloud']",False,59.0,Mixed,2010
536,Patrician III,"['RPG', 'Simulation', 'Strategy']",2010-11-18,4.99,['Single-player'],False,75.0,Mostly Positive,2010
545,Alternativa,['Adventure'],2010-11-03,12.99,"['Single-player', 'Steam Cloud']",False,63.0,Mixed,2010
548,Call of Duty®: Black Ops,['Action'],2010-11-09,39.99,"['Single-player', 'Multi-player', 'Co-op', 'Steam Achievements', 'Partial Controller Support', 'Valve Anti-Cheat enabled']",False,81.0,Very Positive,2010
555,Back to the Future: The Game,['Adventure'],2010-12-23,19.99,['Single-player'],False,74.0,Very Positive,2010
556,Grand Theft Auto III,['Action'],2002-05-21,9.99,"['Single-player', 'Partial Controller Support']",False,93.0,Very Positive,2002
557,Grand Theft Auto: San Andreas,['Action'],2005-06-06,14.99,['Single-player'],False,93.0,Very Positive,2005
562,Grand Theft Auto: Vice City,['Action'],2003-05-13,9.99,"['Single-player', 'Partial Controller Support']",False,94.0,Very Positive,2003
563,Zeit²,"['Action', 'Indie']",2011-01-12,9.99,"['Single-player', 'Steam Achievements', 'Partial Controller Support', 'Steam Cloud', 'Stats', 'Steam Leaderboards']",False,72.0,Mostly Positive,2011
564,A.R.E.S.: Extinction Agenda,"['Action', 'Indie']",2011-01-20,4.99,"['Single-player', 'Steam Achievements', 'Steam Trading Cards', 'Partial Controller Support', 'Steam Cloud']",False,68.0,Mostly Positive,2011
565,APOX,"['Action', 'Indie', 'Strategy']",2011-01-20,14.99,"['Single-player', 'Multi-player', 'Co-op', 'Steam Achievements', 'Stats', 'Steam Leaderboards']",False,48.0,Mostly Negative,2011
566,Dead Space™ 2,['Action'],2011-01-25,19.99,"['Single-player', 'Multi-player', 'Partial Controller Support']",False,87.0,Very Positive,2011
568,Kaptain Brawe: A Brawe New World,['Adventure'],2011-01-20,4.99,['Single-player'],False,69.0,Mostly Positive,2011
570,Monday Night Combat,"['Action', 'Strategy', 'Indie', 'Sports']",2011-01-24,4.99,"['Single-player', 'Multi-player', 'Co-op', 'Steam Achievements', 'Partial Controller Support', 'Valve Anti-Cheat enabled', 'Stats', 'Steam Leaderboards']",False,82.0,Very Positive,2011
584,The Sims™ 3,['Simulation'],2009-06-02,19.99,['Single-player'],False,86.0,Very Positive,2009
587,The Sims™ 3 World Adventures,['Simulation'],2009-11-17,19.99,"['Single-player', 'Downloadable Content']",False,81.0,Positive,2009
588,The Sims™ 3 Late Night,['Simulation'],2010-10-26,19.99,"['Single-player', 'Downloadable Content']",False,74.0,Very Positive,2010
589,The Sims™ 3 Ambitions,['Simulation'],2010-06-02,19.99,"['Single-player', 'Downloadable Content']",False,74.0,Positive,2010
594,Who's That Flying?!,"['Action', 'Casual', 'Indie']",2011-01-31,5.99,"['Single-player', 'Steam Achievements', 'Full controller support', 'Partial Controller Support', 'Steam Cloud', 'Steam Leaderboards']",False,76.0,Mostly Positive,2011
597,Two Worlds II HD,['RPG'],2011-02-03,19.99,"['Single-player', 'Multi-player', 'Online Multi-Player', 'Co-op', 'Online Co-op', 'Cross-Platform Multiplayer', 'Steam Achievements', 'Full controller support', 'Steam Trading Cards', 'In-App Purchases', 'Steam Cloud']",False,76.0,Mixed,2011
598,YOU DON’T KNOW JACK®,['Casual'],2011-02-08,0.0,"['Single-player', 'Shared/Split Screen', 'Steam Achievements']",False,71.0,Very Positive,2011
599,Test Drive Unlimited 2,['Racing'],,19.99,"['Single-player', 'Multi-player', 'Co-op', 'Steam Achievements']",False,72.0,Mixed,
603,DUNGEONS - Steam Special Edition,"['RPG', 'Strategy']",2011-02-10,9.99,['Single-player'],False,65.0,Mixed,2011
606,RISK™: Factions,['Strategy'],2011-03-08,9.99,"['Single-player', 'Multi-player', 'Steam Achievements', 'Partial Controller Support']",False,77.0,Mostly Positive,2011
609,Homefront,['Action'],2011-03-14,19.99,"['Single-player', 'Multi-player', 'Steam Achievements', 'Partial Controller Support', 'Steam Cloud', 'Valve Anti-Cheat enabled']",False,70.0,Mixed,2011
610,Fate of the World,"['Casual', 'Indie', 'Simulation', 'Strategy']",2011-02-28,9.99,"['Single-player', 'Steam Achievements', 'Steam Cloud']",False,70.0,Very Positive,2011
617,RIFT,"['Free to Play', 'Massively Multiplayer', 'RPG']",2013-10-24,0.0,"['Multi-player', 'Online Multi-Player', 'MMO', 'Co-op', 'Online Co-op', 'Steam Trading Cards', 'In-App Purchases']",False,84.0,Mostly Positive,2013
621,Shadow Harvest: Phantom Ops,['Action'],2011-04-05,9.99,"['Single-player', 'Steam Cloud']",False,34.0,Mostly Negative,2011
626,Anomaly: Warzone Earth,"['Action', 'Indie', 'Strategy']",2011-04-08,9.99,"['Single-player', 'Steam Achievements', 'Full controller support', 'Steam Trading Cards', 'Steam Cloud', 'Steam Leaderboards']",False,80.0,Very Positive,2011
627,Armada 2526,['Strategy'],2010-06-10,14.99,"['Single-player', 'Shared/Split Screen']",False,66.0,Mixed,2010
628,Darkest Hour: A Hearts of Iron Game,['Strategy'],2011-04-08,9.99,"['Single-player', 'Multi-player']",False,81.0,Very Positive,2011
630,Dino D-Day,"['Action', 'Indie']",2011-04-08,9.99,"['Multi-player', 'Steam Achievements', 'Steam Trading Cards', 'Steam Cloud', 'Valve Anti-Cheat enabled', 'Stats']",False,53.0,Very Positive,2011
631,Patrician IV: Rise of a Dynasty,['Strategy'],2011-04-11,9.99,"['Single-player', 'Multi-player', 'Co-op', 'Downloadable Content']",False,67.0,Mixed,2011
632,Portal 2,"['Action', 'Adventure']",2011-04-18,19.99,"['Single-player', 'Co-op', 'Steam Achievements', 'Full controller support', 'Steam Trading Cards', 'Captions available', 'Steam Workshop', 'Steam Cloud', 'Stats', 'Includes level editor', 'Commentary available']",False,95.0,Overwhelmingly Positive,2011
634,Sanctum,"['Action', 'Casual', 'Indie', 'Strategy']",2011-04-15,9.99,"['Single-player', 'Multi-player', 'Co-op', 'Cross-Platform Multiplayer', 'Steam Achievements', 'Partial Controller Support', 'Steam Cloud', 'Steam Leaderboards']",False,70.0,Very Positive,2011
639,Frozen Synapse,"['Indie', 'Strategy']",2011-05-26,24.99,"['Single-player', 'Multi-player', 'Steam Achievements', 'Steam Trading Cards', 'Steam Turn Notifications']",False,85.0,Very Positive,2011
642,Hunted: The Demon’s Forge™,"['Action', 'Adventure']",2011-05-30,4.99,"['Partial Controller Support', 'Steam Cloud']",False,61.0,Mixed,2011
643,Hamilton's Great Adventure,"['Adventure', 'Casual', 'Indie']",2011-05-31,9.99,"['Single-player', 'Shared/Split Screen', 'Steam Achievements', 'Steam Trading Cards', 'Partial Controller Support', 'Steam Cloud', 'Steam Leaderboards']",False,77.0,Mostly Positive,2011
644,The Sims™ 3 Generations,['Simulation'],2011-05-31,19.99,"['Single-player', 'Downloadable Content']",False,70.0,Positive,2011
647,Ghostbusters: Sanctum of Slime Challenge Pack DLC,"['Action', 'Adventure']",2011-06-01,1.99,"['Single-player', 'Downloadable Content', 'Steam Achievements', 'Partial Controller Support']",False,43.0,,2011
648,Still Life 2,['Adventure'],2009-08-10,7.99,['Single-player'],False,67.0,Mixed,2009
649,Still Life,['Adventure'],2005-06-06,7.99,['Single-player'],False,75.0,Very Positive,2005
651,Dungeon Siege III,"['Action', 'RPG']",2011-06-20,14.99,"['Single-player', 'Multi-player', 'Co-op', 'Steam Achievements', 'Steam Cloud']",False,72.0,Mixed,2011
652,Duke Nukem Forever,['Action'],2011-06-13,19.99,"['Single-player', 'Multi-player', 'Steam Achievements', 'Partial Controller Support', 'Steam Cloud', 'Stats', 'Steam Leaderboards']",False,54.0,Mixed,2011
654,Champions Online,"['Free to Play', 'Massively Multiplayer', 'RPG']",2009-09-01,0.0,"['Multi-player', 'MMO', 'Co-op', 'Steam Achievements']",False,72.0,Mostly Positive,2009
655,Spiral Knights,"['Action', 'Adventure', 'Free to Play', 'Indie', 'Massively Multiplayer', 'RPG']",2011-06-14,0.0,"['Single-player', 'Multi-player', 'MMO', 'Co-op', 'Steam Achievements', 'Steam Trading Cards', 'In-App Purchases', 'Partial Controller Support']",False,64.0,Very Positive,2011
660,Magic: The Gathering - Duels of the Planeswalkers 2012,['Strategy'],2011-06-15,19.99,"['Single-player', 'Multi-player', 'Co-op', 'Steam Achievements', 'Partial Controller Support', 'Steam Cloud', 'Stats', 'Steam Leaderboards']",False,77.0,Very Positive,2011
664,Solar 2,"['Indie', 'Casual']",2011-06-17,9.99,"['Single-player', 'Steam Achievements', 'Partial Controller Support', 'Steam Cloud', 'Stats']",False,72.0,Very Positive,2011
669,F.E.A.R. 3,['Action'],2011-06-21,19.99,"['Single-player', 'Multi-player', 'Co-op', 'Steam Achievements', 'Partial Controller Support', 'Steam Cloud', 'Steam Leaderboards']",False,74.0,Mostly Positive,2011
685,Puzzle Agent 2,"['Adventure', 'Casual']",2011-06-30,9.99,"['Single-player', 'Steam Achievements']",False,63.0,Very Positive,2011
688,Tobe's Vertical Adventure,"['Action', 'Adventure', 'Indie']",2011-07-18,0.99,"['Single-player', 'Shared/Split Screen', 'Steam Achievements', 'Partial Controller Support', 'Steam Cloud', 'Steam Leaderboards']",False,75.0,Mostly Positive,2011
691,IL-2 Sturmovik: Cliffs of Dover,['Simulation'],2011-07-19,0.0,"['Single-player', 'Multi-player', 'Partial Controller Support', 'Steam Cloud', 'Valve Anti-Cheat enabled', 'Stats']",False,60.0,Mixed,2011
695,Runespell: Overture,"['Adventure', 'Indie', 'RPG']",2011-07-20,9.99,"['Single-player', 'Steam Achievements', 'Steam Cloud', 'Stats', 'Steam Leaderboards']",False,69.0,Mostly Positive,2011
704,Tropico 4,"['Simulation', 'Strategy']",2011-09-01,14.99,"['Single-player', 'Steam Achievements', 'Steam Trading Cards']",False,78.0,Very Positive,2011
709,EDGE,"['Action', 'Indie']",2011-08-11,6.99,"['Single-player', 'Steam Achievements', 'Partial Controller Support', 'Steam Cloud', 'Steam Leaderboards']",False,74.0,Very Positive,2011
714,Space Pirates and Zombies,"['Action', 'Indie', 'RPG', 'Strategy']",2011-08-15,9.99,"['Single-player', 'Steam Achievements', 'Steam Trading Cards', 'Steam Cloud', 'Stats']",False,74.0,Very Positive,2011
719,Fallout New Vegas®: Lonesome Road™,"['Action', 'RPG']",2011-09-20,4.99,"['Single-player', 'Downloadable Content', 'Steam Achievements', 'Partial Controller Support', 'Steam Cloud', 'Steam Leaderboards']",False,57.0,Very Positive,2011
721,The Baconing,"['Action', 'Adventure', 'RPG']",2011-08-31,14.99,"['Single-player', 'Shared/Split Screen', 'Steam Achievements', 'Partial Controller Support', 'Steam Cloud', 'Steam Leaderboards']",False,63.0,Mostly Positive,2011
722,"Warhammer 40,000: Space Marine",['Action'],2011-09-05,29.99,"['Single-player', 'Multi-player', 'Steam Achievements', 'Full controller support', 'Steam Leaderboards']",False,74.0,Very Positive,2011
723,Men of War: Vietnam,['Strategy'],2011-09-08,7.99,"['Single-player', 'Multi-player', 'Co-op', 'Steam Cloud', 'Includes level editor']",False,68.0,Mixed,2011
724,Hard Reset Extended Edition,"['Action', 'Indie']",2012-07-12,14.99,"['Single-player', 'Steam Achievements', 'Partial Controller Support', 'Stats', 'Steam Leaderboards']",False,73.0,Very Positive,2012
727,Rock of Ages,"['Action', 'Indie', 'Racing', 'Strategy']",2011-09-07,9.99,"['Single-player', 'Multi-player', 'Steam Achievements', 'Steam Trading Cards', 'Partial Controller Support', 'Steam Cloud', 'Steam Leaderboards']",False,74.0,Very Positive,2011
728,Red Orchestra 2: Heroes of Stalingrad with Rising Storm,"['Action', 'Massively Multiplayer', 'Simulation']",2011-09-13,19.99,"['Multi-player', 'Online Multi-Player', 'Steam Achievements', 'Steam Trading Cards', 'Steam Workshop', 'Valve Anti-Cheat enabled', 'Stats', 'Includes level editor']",False,76.0,Very Positive,2011
729,Call of Juarez®: The Cartel,"['Action', 'Adventure']",2011-09-13,9.99,"['Single-player', 'Multi-player', 'Co-op', 'Steam Achievements', 'Partial Controller Support', 'Steam Leaderboards']",False,51.0,Mixed,2011
732,Sengoku,"['RPG', 'Simulation', 'Strategy']",2011-09-15,9.99,"['Single-player', 'Multi-player', 'Steam Trading Cards']",False,70.0,Mixed,2011
735,Two Worlds II - Pirates of the Flying Fortress,['RPG'],2011-09-20,9.99,"['Single-player', 'Multi-player', 'Downloadable Content']",False,78.0,Very Positive,2011
738,Might &amp; Magic: Heroes VI,"['RPG', 'Strategy']",2011-10-13,19.99,,False,77.0,Mixed,2011
739,Supreme Commander: Forged Alliance,['Strategy'],2011-09-28,14.99,"['Single-player', 'Multi-player']",False,81.0,Overwhelmingly Positive,2011
740,The Binding of Isaac,"['Action', 'Adventure', 'Indie', 'RPG']",2011-09-28,4.99,"['Single-player', 'Steam Achievements', 'Steam Trading Cards']",False,84.0,Overwhelmingly Positive,2011
742,Off-Road Drive,"['Racing', 'Simulation']",2011-09-29,4.99,"['Single-player', 'Multi-player', 'Steam Cloud']",False,60.0,Mixed,2011
743,Supreme Commander,['Strategy'],2007-02-20,14.99,"['Single-player', 'Multi-player']",False,86.0,Very Positive,2007
744,Fate of the World: Tipping Point,"['Strategy', 'Indie', 'Casual', 'Simulation']",2011-09-29,18.99,"['Single-player', 'Steam Achievements', 'Steam Cloud']",False,70.0,Very Positive,2011
748,Sniper: Ghost Warrior - Second Strike,['Action'],2011-09-09,1.99,"['Single-player', 'Multi-player', 'Downloadable Content', 'Steam Achievements']",False,55.0,Positive,2011
